"","AU","AF","TI","SO","LA","DE","ID","Z9","U1","U2","PU","PY","DI","WC","ANIMAL","FMRI_AB","JOUR","IF"
"888","Rothwell, CM; Spencer, GE","Rothwell, Cailin M.; Spencer, Gaynor E.","Retinoid signaling is necessary for, and promotes long-term memory formation following operant conditioning","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Retinoic acid; Invertebrate; Learning; Aerial respiration","CENTRAL-NERVOUS-SYSTEM; BENZOIC-ACID DERIVATIVES; BLASTEMAS IN-VITRO; SPINAL-CORD; NEURITE OUTGROWTH; ALDEHYDE DEHYDROGENASE; DIFFERENTIAL EXPRESSION; RESPIRATORY BEHAVIOR; SYNAPTIC PLASTICITY; LYMNAEA-STAGNALIS",3,1,12,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2014,"10.1016/j.nlm.2014.05.010","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.652
"889","Cellini, N; de Zambotti, M; Covassin, N; Sarlo, M; Stegagno, L","Cellini, Nicola; de Zambotti, Massimiliano; Covassin, Naima; Sarlo, Michela; Stegagno, Luciano","Impaired off-line motor skills consolidation in young primary insomniacs","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Insomnia; Finger tapping task; Memory consolidation; Motor skills; Procedural memory; Sleep","DEPENDENT MEMORY CONSOLIDATION; SLEEP SPINDLES; SYNAPTIC HOMEOSTASIS; SEQUENCE; BRAIN; SCHIZOPHRENIA; EPIDEMIOLOGY; PERFORMANCE; PREVALENCE; MECHANISMS",5,2,13,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2014,"10.1016/j.nlm.2014.06.006","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.652
"891","Cunningham, TJ; Crowell, CR; Alger, SE; Kensinger, EA; Villano, MA; Mattingly, SM; Payne, JD","Cunningham, Tony J.; Crowell, Charles R.; Alger, Sara E.; Kensinger, Elizabeth A.; Villano, Michael A.; Mattingly, Stephen M.; Payne, Jessica D.","Psychophysiological arousal at encoding leads to reduced reactivity but enhanced emotional memory following sleep","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Sleep; Memory consolidation; Heart rate; Skin conductance response; Emotional memory; Affective reactivity","EVENT-RELATED POTENTIALS; HEART-RATE; REM-SLEEP; PICTURES; CONSOLIDATION; DEPRESSION; RESPONSES; AMYGDALA; STIMULI; DEPRIVATION",9,3,32,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2014,"10.1016/j.nlm.2014.06.002","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.652
"895","Cioncoloni, D; Galli, G; Mazzocchio, R; Feurra, M; Giovannelli, F; Santamecchi, E; Bonifazi, M; Rossi, A; Rossi, S","Cioncoloni, David; Galli, Giulia; Mazzocchio, Riccardo; Feurra, Matteo; Giovannelli, Fabio; Santamecchi, Emiliano; Bonifazi, Marco; Rossi, Alessandro; Rossi, Simone","Differential effects of acute cortisol administration on deep and shallow episodic memory traces: A study on healthy males","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Cortisol; Non-genomic; Episodic memory; Level of processing","TERM DECLARATIVE MEMORY; CENTRAL STRESS-RESPONSE; RECOGNITION MEMORY; WORKING-MEMORY; PREFRONTAL CORTEX; SPATIAL MEMORY; VERBAL MEMORY; COGNITIVE NEUROSCIENCE; SUBSEQUENT MEMORY; DOSE-RESPONSE",1,0,14,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2014,"10.1016/j.nlm.2014.06.007","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.652
"903","Rothwell, CM; Simmons, J; Peters, G; Spencer, GE","Rothwell, Cailin M.; Simmons, Jason; Peters, Grace; Spencer, Gaynor E.","Novel interactive effects of darkness and retinoid signaling in the ability to form long-term memory following aversive operant conditioning","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Retinoic acid; Invertebrate; Learning; Aerial respiration; Mollusc","ALTERS ADAPTIVE BEHAVIORS; X-RECEPTOR-GAMMA; LYMNAEA-STAGNALIS; VITAMIN-A; PHOTOPERIODIC REGULATION; CIRCADIAN MODULATION; RESPIRATORY BEHAVIOR; SYNAPTIC PLASTICITY; PREDATOR DETECTION; SNAIL LYMNAEA",2,2,12,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2014,"10.1016/j.nlm.2014.07.007","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.652
"904","Williamson, JB; Haque, S; Burtis, B; Harciarek, M; Lamb, D; Zilli, E; Heilman, KM","Williamson, John B.; Haque, Salsabil; Burtis, Brandon; Harciarek, Michal; Lamb, Damon; Zilli, Eduardo; Heilman, Kenneth M.","The influence of stimulus proximity on judgments of spatial relationships in patients with chronic unilateral right or left hemisphere stroke","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","Neglect; Stroke; Distance; Laterality; Chronic","LINE BISECTION; EXTRAPERSONAL SPACE; ATTENTIONAL BIAS; FAR SPACE; NEGLECT; SPECIALIZATION; PSEUDONEGLECT; ASYMMETRIES; LESIONS",1,0,3,"TAYLOR & FRANCIS INC",2014,"10.1080/13803395.2014.940855","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,FALSE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.083
"905","Huijbregts, SCJ; Griffith-Lendering, MFH; Vollebergh, WAM; Swaab, H","Huijbregts, Stephan C. J.; Griffith-Lendering, Merel F. H.; Vollebergh, Wilma A. M.; Swaab, Hanna","Neurocognitive moderation of associations between cannabis use and psychoneuroticism","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","Cannabis; Cognitive ability; Psychoneuroticism; Emotion recognition; Social perception","SUBSTANCE-USE DISORDERS; MENTAL-HEALTH; MEDICAL MARIJUANA; EARLY ADOLESCENCE; ADULT PSYCHOSIS; FACIAL AFFECT; YOUNG-ADULTS; EARLY-ONSET; DRUG-USE; RISK",2,1,17,"TAYLOR & FRANCIS INC",2014,"10.1080/13803395.2014.943694","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,FALSE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.083
"906","Fellows, RP; Byrd, DA; Morgello, S","Fellows, Robert P.; Byrd, Desiree A.; Morgello, Susan","Effects of information processing speed on learning, memory, and executive functioning in people living with HIV/AIDS","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","Information processing speed; Human immunodeficiency virus; Executive function; Memory; Structural equation model","ACTIVE ANTIRETROVIRAL THERAPY; NEUROPSYCHOLOGICAL TEST-PERFORMANCE; DISTAL SENSORY POLYNEUROPATHY; ADULT AGE-DIFFERENCES; HIV-INFECTION; READING LEVEL; IMMUNODEFICIENCY-SYNDROME; NEUROCOGNITIVE DISORDERS; SUBSTANTIA-NIGRA; EDUCATION",7,0,5,"TAYLOR & FRANCIS INC",2014,"10.1080/13803395.2014.943696","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,FALSE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.083
"907","Winter, AL; Conklin, HM; Tyc, VL; Stancel, H; Hinds, PS; Hudson, MM; Kahalley, LS","Winter, Amanda L.; Conklin, Heather M.; Tyc, Vida L.; Stancel, Heather; Hinds, Pamela S.; Hudson, Melissa M.; Kahalley, Lisa S.","Executive function late effects in survivors of pediatric brain tumors and acute lymphoblastic leukemia","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","Late effects; Brain tumor; Executive function; Leukemia; Pediatric","LONG-TERM SURVIVORS; ATTENTION-DEFICIT/HYPERACTIVITY DISORDER; CONFORMAL RADIATION-THERAPY; ACUTE LYMPHOCYTIC-LEUKEMIA; POSTERIOR-FOSSA TUMORS; CHILDHOOD-CANCER; WORKING-MEMORY; NEUROCOGNITIVE SEQUELAE; DEVELOPMENTAL MODEL; COGNITIVE FUNCTION",9,1,14,"TAYLOR & FRANCIS INC",2014,"10.1080/13803395.2014.943695","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,FALSE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.083
"908","Phillips, LH; Henry, JD; Nouzova, E; Cooper, C; Radlak, B; Summers, F","Phillips, Louise H.; Henry, Julie D.; Nouzova, Eva; Cooper, Clare; Radlak, Bogumila; Summers, Fiona","Difficulties with emotion regulation in multiple sclerosis: Links to executive function, mood, and quality of life","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","Executive dysfunction; Mood; Quality of life; Emotion regulation; Multiple sclerosis","PSYCHOMETRIC PROPERTIES; INDIVIDUAL-DIFFERENCES; DEPRESSIVE SYMPTOMS; HOSPITAL ANXIETY; MENTAL-HEALTH; SCALE; DYSREGULATION; STRATEGIES; DIAGNOSIS; DEFICITS",5,0,22,"TAYLOR & FRANCIS INC",2014,"10.1080/13803395.2014.946891","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,FALSE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.083
"909","Cotelli, M; Manenti, R; Brambilla, M; Balconi, M","Cotelli, Maria; Manenti, Rosa; Brambilla, Michela; Balconi, Michela","Limb apraxia and verb processing in Alzheimer's disease","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","Praxis; Comprehension; Language; Dementia; Naming","TRANSCRANIAL MAGNETIC STIMULATION; IDEOMOTOR APRAXIA; CONCEPTUAL APRAXIA; OBJECT KNOWLEDGE; MIRROR NEURONS; INCORRECT USE; ACTION WORDS; LANGUAGE; APHASIA; MOTOR",5,2,13,"TAYLOR & FRANCIS INC",2014,"10.1080/13803395.2014.948389","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,FALSE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.083
"910","Kamat, R; Brown, GG; Bolden, K; Fennema-Notestein, C; Archibald, S; Marcotte, TD; Letendre, SL; Ellis, RJ; Woods, SP; Grant, I; Heaton, RK","Kamat, Rujvi; Brown, Gregory G.; Bolden, Khalima; Fennema-Notestein, Christine; Archibald, Sarah; Marcotte, Thomas D.; Letendre, Scott L.; Ellis, Ronald J.; Woods, Steven Paul; Grant, Igor; Heaton, Robert K.","Apathy is associated with white matter abnormalities in anterior, medial brain regions in persons with HIV infection","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","HIV/AIDS; Prefrontal cortex; Diffusion tensor imaging; Depression; Apathy","HUMAN-IMMUNODEFICIENCY-VIRUS; VOXEL-BASED MORPHOMETRY; ALZHEIMERS-DISEASE; ANTIRETROVIRAL THERAPY; COGNITIVE IMPAIRMENT; NUCLEUS-ACCUMBENS; AKINETIC MUTISM; DIFFUSION; DEPRESSION; HIV/AIDS",12,0,7,"TAYLOR & FRANCIS INC",2014,"10.1080/13803395.2014.950636","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,FALSE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.083
"911","Leiguarda, R; Clarens, F; Amengual, A; Drucaroff, L; Hallett, M","Leiguarda, Ramon; Clarens, Florencia; Amengual, Alejandra; Drucaroff, Lucas; Hallett, Mark","Short apraxia screening test","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","Specificity; Sensitivity; Screening test; Apraxia evaluation","STROKE PATIENTS; REHABILITATION",1,0,4,"TAYLOR & FRANCIS INC",2014,"10.1080/13803395.2014.951315","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,FALSE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.083
"912","Jacola, LM; Willard, VW; Ashford, JM; Ogg, RJ; Scoggins, MA; Jones, MM; Wu, SJ; Conklin, HM","Jacola, Lisa M.; Willard, Victoria W.; Ashford, Jason M.; Ogg, Robert J.; Scoggins, Matthew A.; Jones, Melissa M.; Wu, Shengjie; Conklin, Heather M.","Clinical utility of the N-back task in functional neuroimaging studies of working memory","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","Working memory; Validity; N-back; Reliability; Digit Span; Behavior Rating Inventory of Executive Function","TEST-RETEST RELIABILITY; EXECUTIVE FUNCTIONS; INDIVIDUAL-DIFFERENCES; PREFRONTAL CORTEX; PROCESSING SPEED; INTELLIGENCE; CHILDREN; SCHIZOPHRENIA; METAANALYSIS; ADULTS",3,1,25,"TAYLOR & FRANCIS INC",2014,"10.1080/13803395.2014.953039","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,TRUE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.083
"913","Miller, AK; Basso, MR; Candilis, PJ; Combs, DR; Woods, SP","Miller, Ashley K.; Basso, Michael R.; Candilis, Philip J.; Combs, Dennis R.; Woods, Steven Paul","Pain is associated with prospective memory dysfunction in multiple sclerosis","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","Dysfunction; Multiple sclerosis; Pain; Prospective memory; Depression","MULTISCALE DEPRESSION INVENTORY; COGNITIVE FUNCTION; PERFORMANCE; FATIGUE; COMPLAINTS; HIV; IMPAIRMENT; INTENTIONS; DEFICITS; DELAY",2,3,12,"TAYLOR & FRANCIS INC",2014,"10.1080/13803395.2014.953040","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,FALSE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.083
"919","Sun, X; Veldhuizen, MG; Wray, AE; de Araujo, IE; Sherwin, RS; Sinha, R; Small, DM","Sun, Xue; Veldhuizen, Maria G.; Wray, Amanda E.; de Araujo, Ivan E.; Sherwin, Robert S.; Sinha, Rajita; Small, Dana M.","The neural signature of satiation is associated with ghrelin response and triglyceride metabolism","PHYSIOLOGY & BEHAVIOR","English","Satiation; Satiety; Feeding; Ghrelin; Triglycerides; fMRI; Gut-brain axis","HUMAN ORBITOFRONTAL CORTEX; BODY-WEIGHT REGULATION; FTO GENE; BRAIN ACTIVITY; ENERGY-INTAKE; FOOD-INTAKE; PREFRONTAL CORTEX; VENTRAL STRIATUM; HUMAN AMYGDALA; EXTERNAL CUES",23,1,9,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.04.017","Psychology, Biological; Behavioral Sciences",FALSE,TRUE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"921","Hogenkamp, PS","Hogenkamp, P. S.","The effect of sensory-nutrient congruency on food intake after repeated exposure: Do texture and/or energy density matter?","PHYSIOLOGY & BEHAVIOR","English","Texture; Viscosity; Thickness; Energy density; Satiety; Satiation; Expectations; Consistent; Learning; Compensation","REPEATED CONSUMPTION; EXPECTED SATIATION; SEMISOLID FOODS; ICE-CREAM; SATIETY; APPETITE; HUMANS; LIQUID; FLAVOR; CARBOHYDRATE",6,1,6,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.03.025","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"923","Temple, JL","Temple, Jennifer L.","Factors that influence the reinforcing value of foods and beverages","PHYSIOLOGY & BEHAVIOR","English","Reinforcing value of food; Caffeine; Behavioral economics; Eating; Hedonics","INCENTIVE-SENSITIZATION THEORY; SENSORY-SPECIFIC SATIETY; ENERGY DENSITY; NONOBESE WOMEN; FLAVOR LIKING; CAFFEINE; HUMANS; OBESE; DEPRIVATION; ADOLESCENTS",9,0,16,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.04.037","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"925","Payne, CR; Niculescu, M; Just, DR; Kelly, MP","Payne, Collin R.; Niculescu, Mihai; Just, David R.; Kelly, Michael P.","Shopper marketing nutrition interventions","PHYSIOLOGY & BEHAVIOR","English","Shopper marketing; Behavioral economics; Grocery store; Nutrition interventions; Fruit and vegetable purchases; Social norms","VEGETABLE INTAKE; PURCHASE BEHAVIOR; GROCERY STORE; SOCIAL NORMS; FOOD-INTAKE; FRUIT; IMPULSE; HEALTH; MODEL; ADOLESCENTS",11,5,37,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.03.029","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"926","Burger, KS; Berner, LA","Burger, Kyle S.; Berner, Laura A.","A functional neuroimaging review of obesity, appetitive hormones and ingestive behavior","PHYSIOLOGY & BEHAVIOR","English","Functional MRI; Reward; Obesity; Appetitive hormones; Food intake; Ingestive behavior","CENTRAL-NERVOUS-SYSTEM; BODY-MASS INDEX; POSITRON-EMISSION-TOMOGRAPHY; REDUCED STRIATAL RESPONSE; INCREASES FOOD-INTAKE; WEIGHT-GAIN; ENERGY-INTAKE; INDIVIDUAL-DIFFERENCES; SOMATOSENSORY REGIONS; OVERWEIGHT WOMEN",31,3,18,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.04.025","Psychology, Biological; Behavioral Sciences",FALSE,TRUE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"927","Dalton, M; Finlayson, G","Dalton, Michelle; Finlayson, Graham","Psychobiological examination of liking and wanting for fat and sweet taste in trait binge eating females","PHYSIOLOGY & BEHAVIOR","English","Liking; Wanting; Binge eating; Sweet-fat food; Reward; Psychology","ENERGY-INTAKE; FOOD REWARD; APPETITE CONTROL; EXPLICIT LIKING; IMPLICIT; DISORDER; SATIETY; OBESITY; BRAIN; SUSCEPTIBILITY",13,1,16,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.03.019","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"928","Anderberg, RH; Anefors, C; Bergquist, F; Nissbrandt, H; Skibicka, KP","Anderberg, Rozita H.; Anefors, Christine; Bergquist, Filip; Nissbrandt, Hans; Skibicka, Karolina P.","Dopamine signaling in the amygdala, increased by food ingestion and GLP-1, regulates feeding behavior","PHYSIOLOGY & BEHAVIOR","English","Amygdala; Dopamine; Food reward; Food intake; Obesity; GLP-1; Exendin-4","GLUCAGON-LIKE PEPTIDE-1; VENTRAL TEGMENTAL AREA; NUCLEUS-ACCUMBENS; PHARMACOLOGICAL CHARACTERIZATION; HYPOTHALAMIC DOPAMINE; PREFRONTAL CORTEX; CHOICE PROCEDURE; D-AMPHETAMINE; RAT-BRAIN; RECEPTOR",21,2,15,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.02.026","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"929","Kentish, SJ; Page, AJ","Kentish, Stephen J.; Page, Amanda J.","Plasticity of gastro-intestinal vagal afferent endings","PHYSIOLOGY & BEHAVIOR","English","Vagal afferents; Obesity; Plasticity; Peptides; Nutrients; Microbiota","GLUCAGON-LIKE PEPTIDE-1; DIET-INDUCED OBESITY; DEPENDENT INSULINOTROPIC POLYPEPTIDE; INTRAGANGLIONIC LAMINAR ENDINGS; CANNABINOID CB1 RECEPTORS; GROWTH-HORMONE-SECRETION; NODOSE GANGLION NEURONS; INHIBITS FOOD-INTAKE; CIRCADIAN VARIATION; GENE-EXPRESSION",8,1,6,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.03.012","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"930","Wu, SW; Fenwick, AJ; Peters, JH","Wu, Shaw-wen; Fenwick, Axel J.; Peters, James H.","Channeling satiation: A primer on the role of TRP channels in the control of glutamate release from vagal afferent neurons","PHYSIOLOGY & BEHAVIOR","English","Vagus; Solitary tract; Vesicle release; Synaptic; Calcium; Autonomic reflexes; TRPV3; TRPM3; Spontaneous; Asynchronous; Synchronous; Temperature","NUCLEUS-TRACTUS-SOLITARIUS; RECEPTOR POTENTIAL CHANNELS; PANCREATIC BETA-CELLS; SYNAPTIC PLASTICITY; NEUROTRANSMITTER RELEASE; CALCIUM-CHANNELS; BRAIN-STEM; VISCERAL AFFERENTS; NERVOUS-SYSTEM; ENERGY-BALANCE",4,0,5,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.09.003","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"931","Martin, AA; Davidson, TL","Martin, Ashley A.; Davidson, Terry L.","Human cognitive function and the obesogenic environment","PHYSIOLOGY & BEHAVIOR","English","Obesity; Western diet; Memory; Hippocampus; Inhibition","BLOOD-BRAIN-BARRIER; HIGH-ENERGY DIET; ALZHEIMERS-DISEASE PATHOGENESIS; HIGH-INTENSITY SWEETENERS; LATENT-VARIABLE ANALYSIS; BODY-WEIGHT REGULATION; FOOD-INTAKE; INHIBITORY CONTROL; THOUGHT SUPPRESSION; EATING BEHAVIOR",29,4,30,"PERGAMON-ELSEVIER SCIENCE LTD",2014,"10.1016/j.physbeh.2014.02.062","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.976
"941","Khemlani, S; Orenes, I; Johnson-Laird, PN","Khemlani, Sangeet; Orenes, Isabel; Johnson-Laird, P. N.","The negations of conjunctions, conditionals, and disjunctions","ACTA PSYCHOLOGICA","English","Conjunctions; Conditionals; Denials; Disjunctions; Mental models; Negation","EASIER; MODELS",20,0,10,"ELSEVIER SCIENCE BV",2014,"10.1016/j.actpsy.2014.05.004","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.248
"942","Janczyk, M; Augst, S; Kunde, W","Janczyk, Markus; Augst, Susanne; Kunde, Wilfried","The locus of the emotional Stroop effect: A study with the PRP paradigm","ACTA PSYCHOLOGICA","English","PRP; Emotional Stroop task; Valence; Interruption; Interference","REFRACTORY PERIOD PARADIGM; PICTURE-WORD INTERFERENCE; CENTRAL BOTTLENECK; TASK DISTURBANCE; ATTENTION; STIMULI; PERFORMANCE; MODULATION; VALENCE; MECHANISMS",5,2,30,"ELSEVIER SCIENCE BV",2014,"10.1016/j.actpsy.2014.05.011","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.248
"943","Howard, RW","Howard, Robert W.","Learning curves in highly skilled chess players: A test of the generality of the power law of practice","ACTA PSYCHOLOGICA","English","Learning curve; Power law of practice; Expertise; Skill development; Chess","PERFORMANCE; EXPERTISE; ACQUISITION; SCIENCE",4,1,23,"ELSEVIER SCIENCE BV",2014,"10.1016/j.actpsy.2014.05.013","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.248
"944","Verwey, WB; Wright, DL","Verwey, Willem B.; Wright, David L.","Learning a keying sequence you never executed: Evidence for independent associative and motor chunk learning","ACTA PSYCHOLOGICA","English","Keying sequences; Discrete sequence production task; Serial RT task; Processing modes; Associative sequence learning","MOVEMENT SEQUENCES; PERFORMANCE; ATTENTION; TASK",6,1,6,"ELSEVIER SCIENCE BV",2014,"10.1016/j.actpsy.2014.05.017","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.248
"945","Ho, C; Spence, C","Ho, Cristy; Spence, Charles","Effectively responding to tactile stimulation: Do homologous cue and effector locations really matter?","ACTA PSYCHOLOGICA","English","Tactile stimulation; Spatial compatibility; Conduction latency; Haptics; Interface design","CHOICE REACTION-TIME; TEMPORAL-ORDER; HAND MOVEMENTS; FOOT MOVEMENTS; STIMULUS; ATTENTION; COMPATIBILITY; FEEDBACK; SPACE; TASK",3,0,3,"ELSEVIER SCIENCE BV",2014,"10.1016/j.actpsy.2014.05.014","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.248
"946","Su, YH","Su, Yi-Huang","Audiovisual beat induction in complex auditory rhythms: Point-light figure movement as an effective visual beat","ACTA PSYCHOLOGICA","English","Beat induction; Rhythm perception; Audiovisual rhythm; Visual beat; Point-light figure; Biological motion","BIOLOGICAL MOTION PERCEPTION; DORSAL PREMOTOR CORTEX; SENSORIMOTOR SYNCHRONIZATION; VISUOMOTOR SYNCHRONIZATION; NEURONAL OSCILLATIONS; EVOKED-POTENTIALS; TEMPORAL PATTERNS; MUSICAL RHYTHMS; SEQUENCES; MODALITY",7,2,10,"ELSEVIER SCIENCE BV",2014,"10.1016/j.actpsy.2014.05.016","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.248
"947","Seibold, VC; Rolke, B","Seibold, Verena C.; Rolke, Bettina","Does temporal preparation facilitate visual processing in a selective manner? Evidence from attentional capture","ACTA PSYCHOLOGICA","English","Temporal preparation; Attention; Spatial selection; Attentional capture; Reaction time","SIMPLE REACTION-TIME; ABRUPT ONSETS; NONSPECIFIC PREPARATION; RESPONSE SELECTION; PERCEPTUAL LOAD; EXPECTATIONS; MECHANISMS; FOREPERIOD; TASK; INHIBITION",5,0,4,"ELSEVIER SCIENCE BV",2014,"10.1016/j.actpsy.2014.05.012","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.248
"948","Przysucha, EP; Maraj, BKV","Przysucha, Eryk P.; Maraj, Brian K. V.","Inter-limb coordination and control in boys with and without DCD in ball catching","ACTA PSYCHOLOGICA","English","Degrees of freedom problem; Inter-coupling; Coordination/control; DCD","TEMPORAL CONSTRAINTS; MOVEMENT COORDINATION; TASK CONSTRAINTS; DISORDER; CHILDREN; ADAPTATIONS; PERFORMANCE; RESPONSES; MODELS; PHASE",2,1,9,"ELSEVIER SCIENCE BV",2014,"10.1016/j.actpsy.2014.05.020","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.248
"949","Ross, AI; Schenk, T; Hesse, C","Ross, Alasdair I.; Schenk, Thomas; Hesse, Constanze","Line-bisectioning and obstacle avoidance: Evidence for separate strategies","ACTA PSYCHOLOGICA","English","Perception; Action; Obstacle avoidance; Line bisection task; Reaching; Start position","GRASPING VISUAL ILLUSIONS; AUTOMATIC AVOIDANCE; FORM AGNOSIA; PERCEPTION; POSITION; NEGLECT; DISSOCIATION; HEMIANOPIA; MOVEMENT; BEHAVIOR",2,0,11,"ELSEVIER SCIENCE BV",2014,"10.1016/j.actpsy.2014.05.019","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.248
"950","Mottram, TM; Khan, MA; Lawrence, GP; Adam, JJ; Buckolz, E","Mottram, Thomas M.; Khan, Michael A.; Lawrence, G. P.; Adam, Jos J.; Buckolz, Eric","Sequential aiming with one and two limbs: Effects of target size","ACTA PSYCHOLOGICA","English","One-target advantage; Sequential aiming; Movement integration","CHOICE-REACTION TIME; MOVEMENTS; ADVANTAGE; VARIABILITY; RESPONSES",1,0,6,"ELSEVIER SCIENCE BV",2014,"10.1016/j.actpsy.2014.05.015","Psychology, Experimental",FALSE,FALSE,"ACTA_PSYC",2.248
