"","AU","AF","TI","SO","LA","DE","ID","Z9","U1","U2","PU","PY","DI","WC","ANIMAL","FMRI_AB","JOUR","IF"
"79","Erb, CD; Buchanan, DW; Sobel, DM","Erb, Christopher D.; Buchanan, David W.; Sobel, David M.","Children's developing understanding of the relation between variable causal efficacy and mechanistic complexity","COGNITION","English","Causal reasoning; Causal mechanisms; Cognitive development","EXPLANATORY DEPTH; YOUNG-CHILDREN; PRESCHOOLERS; COVARIATION; INFERENCES; INSIDES; ATTRIBUTION; ILLUSION; INFANTS; LIMITS",4,0,6,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.002","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"80","Schweitzer, NJ; Baker, DA; Risko, EF","Schweitzer, N. J.; Baker, D. A.; Risko, Evan F.","Fooled by the brain: Re-examining the influence of neuroimages","COGNITION","English","Neuroimages; Bias; Judgment; Persuasion","COURTROOM; DEFENSE; IMAGES",14,11,134,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.009","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"81","Dotan, D; Dehaene, S","Dotan, Dror; Dehaene, Stanislas","How do we convert a number into a finger trajectory?","COGNITION","English","Number representation; Numerical estimation; Mental number line; Two-digit numbers; Holistic processing","NUMERICAL ESTIMATION; MENTAL NUMBER; PLACE INFORMATION; 2-DIGIT NUMBERS; REPRESENTATIONS; MAGNITUDE; LINE; PSYCHOPHYSICS; VARIABILITY; DIGIT",14,1,15,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.007","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"82","Adelman, JS; Estes, Z","Adelman, James S.; Estes, Zachary","Emotion and memory: A recognition advantage for positive and negative words independent of arousal","COGNITION","English","Arousal; Emotion; Memory; Recognition; Valence","3,000 MONOSYLLABIC WORDS; NEUTRAL WORDS; AUTOMATIC VIGILANCE; NEURAL PROCESSES; VALENCE; NEUROSCIENCE; ENHANCEMENT; RATINGS; DETAILS",21,4,70,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.014","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"83","Herrmann, PA; Legare, CH; Harris, PL; Whitehouse, H","Herrmann, Patricia A.; Legare, Cristine H.; Harris, Paul L.; Whitehouse, Harvey","Stick to the script: The effect of witnessing multiple actors on children's imitation","COGNITION","English","Cognitive development; Cultural learning; Imitation; Ritual; Social cognition; Social conventions","YOUNG-CHILDREN; CULTURAL COGNITION; SOCIAL CONVENTIONS; RATIONAL IMITATION; INFANTS; NORMATIVITY; GOAL; OVERIMITATION; TRANSMISSION; 12-MONTH-OLD",66,1,27,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.010","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"84","Lee, EK; Brown-Schmidt, S; Watson, DG","Lee, Eun-Kyung; Brown-Schmidt, Sarah; Watson, Duane G.","Ways of looking ahead: Hierarchical planning in language production","COGNITION","English","Language production; Planning scope; Hierarchical planning","SPOKEN SENTENCE PRODUCTION; WORD INTERFERENCE EXPERIMENTS; WORKING-MEMORY; LEXICAL ACCESS; MESSAGE FORMULATION; EYE-MOVEMENTS; SCOPE; AMBIGUITY; SPEECH; COMPREHENSION",15,3,15,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.007","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"85","Blanco, NJ; Otto, AR; Maddox, WT; Beevers, CG; Love, BC","Blanco, Nathaniel J.; Otto, A. Ross; Maddox, W. Todd; Beevers, Christopher G.; Love, Bradley C.","The influence of depression symptoms on exploratory decision-making","COGNITION","English","Exploration vs. exploitation; Depression; Reinforcement learning; Dynamic decision making; Cognitive modeling","PREFRONTAL DYSFUNCTION; REGULATORY FIT; DISORDER; SYSTEMS; TASK; REWARD",14,3,17,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.018","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"86","Arunachalam, S","Arunachalam, Sudha","Two-year-olds can begin to acquire verb meanings in socially impoverished contexts","COGNITION","English","Language acquisition; Word learning; Syntactic bootstrapping","LEARNING WORDS; INFANTS; LANGUAGE; VIDEO; CUES",6,2,18,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.021","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"87","Demanet, J; Muhle-Karbe, PS; Lynn, MT; Blotenberg, I; Brass, M","Demanet, Jelle; Muhle-Karbe, Paul S.; Lynn, Margaret T.; Blotenberg, Iris; Brass, Marcel","Power to the will: How exerting physical effort boosts the sense of agency","COGNITION","English","Intentional binding; Sense of agency; Experience of effort; Volition; Physical effort","INTENTIONAL BINDING; EGO DEPLETION; AWARENESS; SELF; SCHIZOPHRENIA; RESOURCE; VOLITION; BELIEFS",14,1,28,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.020","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"88","Bao, Y; Szymaszek, A; Wang, XY; Oron, A; Poppel, E; Szelag, E","Bao, Yan; Szymaszek, Aneta; Wang, Xiaoying; Oron, Anna; Poeppel, Ernst; Szelag, Elzbieta","Temporal order perception of auditory stimuli is selectively modified by tonal and non-tonal language environments","COGNITION","English","Time perception; Auditory processing; Temporal order threshold; Language experience; Double dissociation of function","NEURONAL OSCILLATIONS; PSYCHOMETRIC FUNCTION; CHILDREN; INDICATE; DYSLEXIA; JUDGMENT; SYSTEM; CORTEX; CAT; SEX",15,2,15,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.019","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"89","Hills, PJ; Pake, JM","Hills, Peter J.; Pake, J. Michael","Eye-tracking the own-race bias in face recognition: Revealing the perceptual and socio-cognitive mechanisms","COGNITION","English","Face recognition; The own-race bias; Cross-race effect; Eye-movements; Attentional cueing","CONTACT HYPOTHESIS; RECOGNIZING FACES; VISUAL-ATTENTION; UNIFIED ACCOUNT; MEMORY; INFORMATION; MOVEMENTS; INVERSION; DISTINCTIVENESS; PUPILLOMETRY",14,2,50,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.012","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"90","Smith, JD; Flemming, TM; Boomer, J; Beran, MJ; Church, BA","Smith, J. David; Flemming, Timothy M.; Boomer, Joseph; Beran, Michael J.; Church, Barbara A.","Fading perceptual resemblance: A path for rhesus macaques (Macaca mulatta) to conceptual matching?","COGNITION","English","Same-different; Concept learning; Relational matching; Primate cognition; Comparative cognition","BABOONS PAPIO-PAPIO; SAME-DIFFERENT DISCRIMINATION; MONKEYS CEBUS-APELLA; HUMANS HOMO-SAPIENS; TO-SAMPLE; STIMULUS-CONTROL; NONHUMAN MINDS; INFORMATION; MEMORY; PIGEONS",2,0,10,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.001","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"91","Lupyan, G","Lupyan, Gary","The difficulties of executing simple algorithms: Why brains make mistakes computers don't","COGNITION","English","Concepts; Categorization; Human algorithms; Prototypes; Distributed representations; Inference","WELL-DEFINED CATEGORIES; MECHANICAL TURK; WORDS; ACTIVATION; COGNITION; LANGUAGE; INFANTS; THOUGHT; MIGHT; MINDS",6,1,17,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.015","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"92","Kan, IP; Teubner-Rhodes, S; Drummey, AB; Nutile, L; Krupa, L; Novick, JM","Kan, Irene P.; Teubner-Rhodes, Susan; Drummey, Anna B.; Nutile, Lauren; Krupa, Lauren; Novick, Jared M.","To adapt or not to adapt: The question of domain-general cognitive control","COGNITION","English","Cognitive control; Conflict adaptation; Conflict monitoring","ANTERIOR CINGULATE CORTEX; CONFLICT ADAPTATION; PREFRONTAL CORTEX; CONTROL MECHANISMS; SENTENCE COMPREHENSION; SEQUENTIAL MODULATIONS; REVERSIBLE FIGURES; EXECUTIVE CONTROL; HUMAN BRAIN; TASK",21,0,23,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.09.001","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"93","Nagel, J; San Juan, V; Mar, RA","Nagel, Jennifer; San Juan, Valerie; Mar, Raymond A.","Lay denial of knowledge for justified true beliefs","COGNITION","English","Justified true belief; Knowledge ascription; Gettier cases; Mental state inference; Individual differences; Lay beliefs","CHILDRENS; ADULTS; CURSE; FALSEHOOD; EMPATHY",36,0,2,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.02.008","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"94","Jones, CE; Ringuet, S; Monfils, MH","Jones, Carolyn E.; Ringuet, Stephanie; Monfils, Marie-H","Learned together, extinguished apart: reducing fear to complex stimuli","LEARNING & MEMORY","English","","WITHIN-COMPOUND ASSOCIATIONS; FEATURE-POSITIVE DISCRIMINATIONS; CONTEXTUAL FEAR; RETROGRADE-AMNESIA; DEEPENED EXTINCTION; INFRALIMBIC CORTEX; PREFRONTAL CORTEX; MEMORY RETRIEVAL; CONDITIONED FEAR; CUED FEAR",11,2,11,"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT",2013,"10.1101/lm.031740.113","Neurosciences; Psychology, Experimental",FALSE,FALSE,"LEARNING_AND_MEMORY",4.375
"95","Aarts, K; Vanderhasselt, MA; Otte, G; Baeken, C; Pourtois, G","Aarts, Kristien; Vanderhasselt, Marie-Anne; Otte, Georges; Baeken, Chris; Pourtois, Gilles","Electrical Brain Imaging Reveals the Expression and Timing of Altered Error Monitoring Functions in Major Depression","JOURNAL OF ABNORMAL PSYCHOLOGY","English","major depression; action-monitoring; error-related negativity (ERN); error positivity (Pe)","EVENT-RELATED POTENTIALS; SPATIOTEMPORAL DYNAMICS; COGNITIVE CONTROL; CINGULATE CORTEX; RESPONSE ERRORS; NEGATIVITY ERN; NEURAL SYSTEM; TIME-COURSE; DISORDER; COMPONENTS",18,4,21,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034616","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"96","Elgersma, HJ; Glashouwer, KA; Bockting, CLH; Penninx, BWJH; de Jong, PJ","Elgersma, Hermien J.; Glashouwer, Klaske A.; Bockting, Claudi L. H.; Penninx, Brenda W. J. H.; de Jong, Peter J.","Hidden Scars in Depression? Implicit and Explicit Self-Associations Following Recurrent Depressive Episodes","JOURNAL OF ABNORMAL PSYCHOLOGY","English","longitudinal study; implicit self-depressed associations; explicit self-depressed associations; depression; recurrence","ANXIETY NESDA; COGNITIVE VULNERABILITY; DISORDERS; NETHERLANDS; INVENTORY; INTERVIEW; SYMPTOMS",12,2,16,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034933","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"97","Eisma, MC; Stroebe, MS; Schut, HAW; Stroebe, W; Boelen, PA; van den Bout, J","Eisma, Maarten C.; Stroebe, Margaret S.; Schut, Henk A. W.; Stroebe, Wolfgang; Boelen, Paul A.; van den Bout, Jan","Avoidance Processes Mediate the Relationship Between Rumination and Symptoms of Complicated Grief and Depression Following Loss","JOURNAL OF ABNORMAL PSYCHOLOGY","English","rumination; avoidance; suppression; grief; coping","POSTTRAUMATIC-STRESS-DISORDER; AUTOBIOGRAPHICAL MEMORY SPECIFICITY; EXPERIENTIAL AVOIDANCE; HOSPITAL ANXIETY; MODEL; SUPPRESSION; INVENTORY; SCALE; RELIABILITY; BEREAVEMENT",30,1,24,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034051","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"98","Gruber, J; Kogan, A; Mennin, D; Murray, G","Gruber, June; Kogan, Aleksandr; Mennin, Douglas; Murray, Greg","Real-World Emotion? An Experience-Sampling Approach to Emotion Experience and Regulation in Bipolar I Disorder","JOURNAL OF ABNORMAL PSYCHOLOGY","English","emotion; emotion regulation; affect; experience sampling; bipolar disorder; depression","BORDERLINE PERSONALITY-DISORDER; MAJOR DEPRESSIVE DISORDER; POSITIVE EMOTION; LIFE EVENTS; AFFECTIVE-REACTIVITY; MOOD DISORDERS; MANIA; PSYCHOPATHOLOGY; SATISFACTION; METAANALYSIS",18,1,21,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034425","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"99","Read, JP; Wardell, JD; Colder, CR","Read, Jennifer P.; Wardell, Jeffrey D.; Colder, Craig R.","Reciprocal Associations Between PTSD Symptoms and Alcohol Involvement in College: A Three-Year Trait-State-Error Analysis","JOURNAL OF ABNORMAL PSYCHOLOGY","English","PTSD; alcohol; reciprocal associations; trait-state-error analysis","POSTTRAUMATIC-STRESS-DISORDER; SUBSTANCE USE DISORDER; DRINKING MOTIVES; CONSEQUENCES QUESTIONNAIRE; PRELIMINARY VALIDATION; ANXIETY DISORDERS; LONGITUDINAL DATA; PREDICT ALCOHOL; HEAVY DRINKING; WAR VETERANS",11,0,10,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034918","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"100","Kleim, B; Graham, B; Bryant, RA; Ehlers, A","Kleim, Birgit; Graham, Belinda; Bryant, Richard A.; Ehlers, Anke","Capturing Intrusive Re-experiencing in Trauma Survivors' Daily Lives Using Ecological Momentary Assessment","JOURNAL OF ABNORMAL PSYCHOLOGY","English","PTSD; intrusion; trauma; diary; ecological momentary assessment","POSTTRAUMATIC-STRESS-DISORDER; ORDINARY AUTOBIOGRAPHICAL MEMORIES; MOTOR-VEHICLE ACCIDENTS; IV CRITERION A2; PTSD SYMPTOMS; VIOLENT CRIME; INVOLUNTARY MEMORIES; LIFE-SPAN; VOLUNTARY; EMOTIONS",15,1,22,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034957","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"101","Sunderland, M; Slade, T; Carragher, N; Batterham, P; Buchan, H","Sunderland, Matthew; Slade, Tim; Carragher, Natacha; Batterham, Philip; Buchan, Heather","Age-related Differences in Internalizing Psychopathology Amongst the Australian General Population","JOURNAL OF ABNORMAL PSYCHOLOGY","English","prevalence; psychopathology; age comparisons; bias; internalizing; DSM-IV","PSYCHOLOGICAL DISTRESS SCALE; COMMON MENTAL-DISORDERS; INTERNATIONAL DIAGNOSTIC INTERVIEW; WORLD-HEALTH-ORGANIZATION; LIFE-SPAN; DSM-IV; ANXIETY DISORDERS; SCREENING SCALES; NATIONAL-SURVEY; OLD-AGE",4,0,10,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034562","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"102","Cukrowicz, KC; Jahn, DR; Graham, RD; Poindexter, EK; Williams, RB","Cukrowicz, Kelly C.; Jahn, Danielle R.; Graham, Ryan D.; Poindexter, Erin K.; Williams, Ryan B.","Suicide Risk in Older Adults: Evaluating Models of Risk and Predicting Excess Zeros in a Primary Care Sample","JOURNAL OF ABNORMAL PSYCHOLOGY","English","older adults; interpersonal theory; suicide; zero-inflated negative binomial model","INTERPERSONAL NEEDS QUESTIONNAIRE; SCALE CES-D; PERCEIVED BURDENSOMENESS; PSYCHOMETRIC PROPERTIES; POISSON REGRESSION; COUNT DATA; IDEATION; DEPRESSION; LIFE; AGE",26,0,10,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034953","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"103","Wildes, JE; Forbush, KT; Markon, KE","Wildes, Jennifer E.; Forbush, Kelsie T.; Markon, Kristian E.","Characteristics and Stability of Empirically Derived Anorexia Nervosa Subtypes: Towards the Identification of Homogeneous Low-Weight Eating Disorder Phenotypes","JOURNAL OF ABNORMAL PSYCHOLOGY","English","anorexia nervosa; eating disorder; latent transition analysis; non-fat-phobic","LATENT CLASS ANALYSIS; CHINESE PATIENTS; HONG-KONG; DSM-IV; VALIDITY; UTILITY; CLASSIFICATION; QUESTIONNAIRE; MORTALITY; CRITERIA",13,0,12,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034676","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"104","Pisetsky, EM; Thornton, LM; Lichtenstein, P; Pedersen, NL; Bulik, CM","Pisetsky, Emily M.; Thornton, Laura M.; Lichtenstein, Paul; Pedersen, Nancy L.; Bulik, Cynthia M.","Suicide Attempts in Women With Eating Disorders","JOURNAL OF ABNORMAL PSYCHOLOGY","English","suicide; eating disorders; anorexia; bulimia; binge eating disorder","SWEDISH TWIN REGISTRY; ANOREXIA-NERVOSA; BULIMIA-NERVOSA; DIAGNOSTIC CROSSOVER; PERSONALITY; RISK; COMORBIDITY; PREVALENCE; TEMPERAMENT; DIMENSIONS",27,0,21,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034902","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"105","Few, LR; Miller, JD; Rothbaum, AO; Meller, S; Maples, J; Terry, DP; Collins, B; MacKillop, J","Few, Lauren R.; Miller, Joshua D.; Rothbaum, Alex O.; Meller, Suzanne; Maples, Jessica; Terry, Douglas P.; Collins, Brittany; MacKillop, James","Examination of the Section III DSM-5 Diagnostic System for Personality Disorders in an Outpatient Clinical Sample","JOURNAL OF ABNORMAL PSYCHOLOGY","English","personality disorders; DSM-5; pathological personality traits","EXPERT CONSENSUS APPROACH; 5-FACTOR MODEL; TRAIT MODEL; COMPLETE INTEGRATION; ANTISOCIAL-BEHAVIOR; MENTAL-DISORDERS; EMPIRICAL-MODEL; ASSESSING LEVEL; VALIDITY; PSYCHOPATHOLOGY",62,1,18,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034878","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"106","Berenz, EC; Amstadter, AB; Aggen, SH; Knudsen, GP; Reichborn-Kjennerud, T; Gardner, CO; Kendler, KS","Berenz, Erin C.; Amstadter, Ananda B.; Aggen, Steven H.; Knudsen, Gun Peggy; Reichborn-Kjennerud, Ted; Gardner, Charles O.; Kendler, Kenneth S.","Childhood Trauma and Personality Disorder Criterion Counts: A Co-twin Control Analysis","JOURNAL OF ABNORMAL PSYCHOLOGY","English","trauma; personality disorders; co-twin control analysis; stress; twin study","POSTTRAUMATIC-STRESS-DISORDER; DIMENSIONAL REPRESENTATIONS; MULTIVARIATE TWIN; DOMESTIC VIOLENCE; MAJOR DEPRESSION; RISK-FACTORS; SYMPTOMS; ABUSE; MALTREATMENT; SAMPLE",6,1,21,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034238","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"107","Barrantes-Vidal, N; Chun, CA; Myin-Germeys, I; Kwapil, TR","Barrantes-Vidal, Neus; Chun, Charlotte A.; Myin-Germeys, Inez; Kwapil, Thomas R.","Psychometric Schizotypy Predicts Psychotic-Like, Paranoid, and Negative Symptoms in Daily Life","JOURNAL OF ABNORMAL PSYCHOLOGY","English","schizotypy; schizophrenia; experience sampling; stress sensitivity","SOCIAL ANHEDONIA; HIGH-RISK; IDENTIFIED SCHIZOTYPY; GENERAL-POPULATION; SCHIZOPHRENIA; STRESS; INDIVIDUALS; PERSONALITY; EXPERIENCES; VALIDITY",24,1,16,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034793","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"108","Verona, E; Bresin, K; Patrick, CJ","Verona, Edelyn; Bresin, Konrad; Patrick, Christopher J.","Revisiting Psychopathy in Women: Cleckley/Hare Conceptions and Affective Response","JOURNAL OF ABNORMAL PSYCHOLOGY","English","psychopathy; women; startle; affective deficits; empathy","ANTISOCIAL-BEHAVIOR; PERSONALITY; PERCEPTION; MODULATION; VALIDITY; FEMALES; EMOTION; EMPATHY; CORTEX; ABUSE",10,0,19,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034062","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"109","Wright, AGC; Hallquist, MN; Beeney, JE; Pilkonis, PA","Wright, Aidan G. C.; Hallquist, Michael N.; Beeney, Joseph E.; Pilkonis, Paul A.","Borderline Personality Pathology and the Stability of Interpersonal Problems","JOURNAL OF ABNORMAL PSYCHOLOGY","English","interpersonal problems; borderline personality disorder; longitudinal stability; interpersonal instability","AFFECTIVE INSTABILITY; BEHAVIOR-THERAPY; DISORDER; DYSREGULATION; INDIVIDUALS",14,0,7,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034658","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"110","Mittal, VA; Gupta, T; Orr, JM; Pelletier-Baldelli, A; Dean, DJ; Lunsford-Avery, JR; Smith, AK; Robustelli, BL; Leopold, DR; Millman, ZB","Mittal, Vijay A.; Gupta, Tina; Orr, Joseph M.; Pelletier-Baldelli, Andrea; Dean, Derek J.; Lunsford-Avery, Jessica R.; Smith, Ashley K.; Robustelli, Briana L.; Leopold, Daniel R.; Millman, Zachary B.","Physical Activity Level and Medial Temporal Health in Youth at Ultra High-Risk for Psychosis","JOURNAL OF ABNORMAL PSYCHOLOGY","English","exercise; hippocampus; prodrome; ultra high-risk; schizophrenia","SCHIZOTYPAL PERSONALITY-DISORDER; ADOLESCENT BRAIN-DEVELOPMENT; MAGNETIC-RESONANCE IMAGES; HUMAN CEREBRAL-CORTEX; NEGATIVE SYMPTOMS; MOVEMENT ABNORMALITIES; CARDIOVASCULAR FITNESS; GEOMETRICALLY ACCURATE; HIPPOCAMPAL VOLUME; SEDENTARY BEHAVIOR",14,0,26,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034085","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"111","Leonard, CJ; Robinson, BM; Kaiser, ST; Hahn, B; McClenon, C; Harvey, AN; Luck, SJ; Gold, JM","Leonard, Carly J.; Robinson, Benjamin M.; Kaiser, Samuel T.; Hahn, Britta; McClenon, Clara; Harvey, Alex N.; Luck, Steven J.; Gold, James M.","Testing Sensory and Cognitive Explanations of the Antisaccade Deficit in Schizophrenia","JOURNAL OF ABNORMAL PSYCHOLOGY","English","antisaccade; eye movements; magnocellular pathway; schizophrenia; working memory","WORKING-MEMORY CAPACITY; LATERAL GENICULATE-NUCLEUS; BACKWARD-MASKING DEFICITS; PREFRONTAL CORTEX; SUPERIOR COLLICULUS; NEURAL MECHANISMS; VISUAL CHANNELS; EYE-MOVEMENTS; Y-CELL; DYSFUNCTION",6,0,8,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034956","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"112","Vorontsova, N; Garety, P; Freeman, D","Vorontsova, Natasha; Garety, Philippa; Freeman, Daniel","Cognitive Factors Maintaining Persecutory Delusions in Psychosis: The Contribution of Depression","JOURNAL OF ABNORMAL PSYCHOLOGY","English","persecutory delusions; depression; psychosis; paranoia","AUTOBIOGRAPHICAL MEMORY SPECIFICITY; STATE WORRY QUESTIONNAIRE; BEHAVIORAL ACTIVATION TREATMENTS; SELF-ESTEEM; PSYCHOMETRIC PROPERTIES; POSTPSYCHOTIC DEPRESSION; EXPERIENTIAL AVOIDANCE; ANXIETY DISORDERS; EXECUTIVE CONTROL; CLINICAL ANXIETY",28,1,40,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034952","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"113","Altman, SE; Campbell, ML; Nelson, BD; Faust, JP; Shankman, SA","Altman, Sarah E.; Campbell, Miranda L.; Nelson, Brady D.; Faust, Julianne P.; Shankman, Stewart A.","The Relation Between Symptoms of Bulimia Nervosa and Obsessive-Compulsive Disorder: A Startle Investigation","JOURNAL OF ABNORMAL PSYCHOLOGY","English","bulimia nervosa; OCD; aversive system; startle","EATING-DISORDERS; ANXIETY DISORDERS; PSYCHIATRIC COMORBIDITY; MENTAL-DISORDERS; FOOD CUES; DSM-V; PREVALENCE; FEAR; DISGUST; COMMON",3,0,12,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034487","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"114","Tackett, JL; Lahey, BB; van Hulle, C; Waldman, I; Krueger, RF; Rathouz, PJ","Tackett, Jennifer L.; Lahey, Benjamin B.; van Hulle, Carol; Waldman, Irwin; Krueger, Robert F.; Rathouz, Paul J.","Common Genetic Influences on Negative Emotionality and a General Psychopathology Factor in Childhood and Adolescence","JOURNAL OF ABNORMAL PSYCHOLOGY","English","comorbidity; negative emotionality; spectrum model; internalizing; externalizing","EXTERNALIZING PROBLEMS; BIFACTOR MODEL; PERSONALITY; DISORDERS; INFORMANTS; TEMPERAMENT; COMORBIDITY; CHILDREN; DISCREPANCIES; VALIDATION",64,3,32,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034151","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
"115","Oliver, JA; Blank, MD; Van Rensburg, KJ; MacQueen, DA; Brandon, TH; Drobes, DJ","Oliver, Jason A.; Blank, Melissa D.; Van Rensburg, Kate Janse; MacQueen, David A.; Brandon, Thomas H.; Drobes, David J.","Nicotine Interactions With Low-Dose Alcohol: Pharmacological Influences on Smoking and Drinking Motivation","JOURNAL OF ABNORMAL PSYCHOLOGY","English","alcohol; nicotine; smoking; craving; affect; reward; dependence; comorbidity","ECOLOGICAL MOMENTARY ASSESSMENT; NATIONAL EPIDEMIOLOGIC SURVEY; CIGARETTE-SMOKING; TOBACCO CHIPPERS; HEAVY SMOKERS; LIGHT SMOKERS; DEPENDENCE; CONSUMPTION; PATTERNS; ETHANOL",9,0,6,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034538","Psychology, Clinical; Psychiatry",FALSE,FALSE,"JOURNAL_OF_ABNORMAL_PSYCHOLOGY",4.974
